Mod:Item:MetaData, Localized Name
gtadditions:tennessine_essence, item.tennessine.essence.name
gtadditions:heavy_quark_degenerate_matter_essence, item.heavy_quark_degenerate_matter.essence.name
gtadditions:metastable_hassium_essence, item.metastable_hassium.essence.name
gtadditions:indium_phosphide_essence, item.indium_phosphide.essence.name
gtadditions:lithium_niobate_essence, item.lithium_niobate.essence.name
gtadditions:lutm_yvo_essence, item.lutm_yvo.essence.name
gtadditions:prho_ylf_essence, item.prho_ylf.essence.name
gtadditions:nd_yag_essence, item.nd_yag.essence.name
gtadditions:fluoroapatite_essence, item.fluoroapatite.essence.name
gtadditions:germanium_tungsten_nitride_essence, item.germanium_tungsten_nitride.essence.name
gtadditions:ruthenium_dioxide_essence, item.ruthenium_dioxide.essence.name
gtadditions:pedot_essence, item.pedot.essence.name
gtadditions:bismuth_iridiate_essence, item.bismuth_iridiate.essence.name
gtadditions:bismuth_ruthenate_essence, item.bismuth_ruthenate.essence.name
gtadditions:tantalum_hafnium_seaborgium_carbide_essence, item.tantalum_hafnium_seaborgium_carbide.essence.name
gtadditions:lead_zirconate_titanate_essence, item.lead_zirconate_titanate.essence.name
gtadditions:barium_titanate_essence, item.barium_titanate.essence.name
gtadditions:woods_glass_essence, item.woods_glass.essence.name
gtadditions:thoria_doped_tungsten_essence, item.thoria_doped_tungsten.essence.name
gtadditions:polyurethane_essence, item.polyurethane.essence.name
gtadditions:pyrochlore_essence, item.pyrochlore.essence.name
gtadditions:columbite_essence, item.columbite.essence.name
gtadditions:fluorite_essence, item.fluorite.essence.name
gtadditions:rhodocrosite_essence, item.rhodocrosite.essence.name
gtadditions:electrically_impure_copper_essence, item.electrically_impure_copper.essence.name
gtadditions:metastable_flerovium_essence, item.metastable_flerovium.essence.name
gtadditions:metastable_oganesson_essence, item.metastable_oganesson.essence.name
gtadditions:titanium50_essence, item.titanium50.essence.name
gtadditions:carbon_nanotubes_essence, item.carbon_nanotubes.essence.name
gtadditions:lithium_titanate_essence, item.lithium_titanate.essence.name
gtadditions:caliche_essence, item.caliche.essence.name
gtadditions:zircon_essence, item.zircon.essence.name
gtadditions:taranium_essence, item.taranium.essence.name
gtadditions:trinium_titanium_essence, item.trinium_titanium.essence.name
gtadditions:proto_adamantium_essence, item.proto_adamantium.essence.name
gtadditions:vibranium_essence, item.vibranium.essence.name
gtadditions:adamantium_essence, item.adamantium.essence.name
gtadditions:trinium_essence, item.trinium.essence.name
gtadditions:hdcs_essence, item.hdcs.essence.name
gtadditions:cinobite_essence, item.cinobite.essence.name
gtadditions:uxv_superconductor_essence, item.uxv_superconductor.essence.name
gtadditions:uxv_superconductor_base_essence, item.uxv_superconductor_base.essence.name
gtadditions:umv_superconductor_essence, item.umv_superconductor.essence.name
gtadditions:umv_superconductor_base_essence, item.umv_superconductor_base.essence.name
gtadditions:uiv_superconductor_essence, item.uiv_superconductor.essence.name
gtadditions:uiv_superconductor_base_essence, item.uiv_superconductor_base.essence.name
gtadditions:fullerene_polymer_matrix_essence, item.fullerene_polymer_matrix.essence.name
gtadditions:zylon_essence, item.zylon.essence.name
gtadditions:polyetheretherketone_essence, item.polyetheretherketone.essence.name
gtadditions:hastelloy_k243_essence, item.hastelloy_k243.essence.name
gtadditions:hastelloy_x78_essence, item.hastelloy_x78.essence.name
gtadditions:enriched_naquadah_alloy_essence, item.enriched_naquadah_alloy.essence.name
gtadditions:incoloy813_essence, item.incoloy813.essence.name
gtadditions:bohrium_essence, item.bohrium.essence.name
gtadditions:seaborgium_essence, item.seaborgium.essence.name
gtadditions:uev_superconductor_essence, item.uev_superconductor.essence.name
gtadditions:uev_superconductor_base_essence, item.uev_superconductor_base.essence.name
gtadditions:uhv_superconductor_essence, item.uhv_superconductor.essence.name
gtadditions:uhv_superconductor_base_essence, item.uhv_superconductor_base.essence.name
gtadditions:reactor_steel_essence, item.reactor_steel.essence.name
gtadditions:dubnium_essence, item.dubnium.essence.name
gtadditions:rutherfordium_essence, item.rutherfordium.essence.name
gtadditions:uv_superconductor_essence, item.uv_superconductor.essence.name
gtadditions:uv_superconductor_base_essence, item.uv_superconductor_base.essence.name
gtadditions:naquadriatic_compound_essence, item.naquadriatic_compound.essence.name
gtadditions:enriched_naquadric_compound_essence, item.enriched_naquadric_compound.essence.name
gtadditions:naquadric_compound_essence, item.naquadric_compound.essence.name
gtadditions:tungsten_hexachloride_essence, item.tungsten_hexachloride.essence.name
gtadditions:tungsten_trioxide_essence, item.tungsten_trioxide.essence.name
gtadditions:tungstic_acid_essence, item.tungstic_acid.essence.name
gtadditions:calcium_tungstate_essence, item.calcium_tungstate.essence.name
gtadditions:organic_fertilizer_essence, item.organic_fertilizer.essence.name
gtadditions:abyssal_alloy_essence, item.abyssal_alloy.essence.name
gtadditions:astatine_essence, item.astatine.essence.name
gtadditions:iodine_essence, item.iodine.essence.name
gtadditions:selenium_essence, item.selenium.essence.name
gtadditions:germanium_essence, item.germanium.essence.name
gtadditions:thalium_essence, item.thalium.essence.name
gtadditions:technetium_essence, item.technetium.essence.name
gtadditions:rhenium_essence, item.rhenium.essence.name
gtadditions:hafnium_essence, item.hafnium.essence.name
gtadditions:actinium_essence, item.actinium.essence.name
gtadditions:radium_essence, item.radium.essence.name
gtadditions:francium_essence, item.francium.essence.name
gtadditions:lead_bismuth_eutatic_essence, item.lead_bismuth_eutatic.essence.name
gtadditions:flibe_essence, item.flibe.essence.name
gtadditions:beryllium_fluoride_essence, item.beryllium_fluoride.essence.name
gtadditions:flinak_essence, item.flinak.essence.name
gtadditions:potassium_fluoride_essence, item.potassium_fluoride.essence.name
gtadditions:sodium_fluoride_essence, item.sodium_fluoride.essence.name
gtadditions:lithium_fluoride_essence, item.lithium_fluoride.essence.name
gtadditions:naquadriatic_taranium_essence, item.naquadriatic_taranium.essence.name
gtadditions:sodium_potassium_alloy_essence, item.sodium_potassium_alloy.essence.name
gtadditions:mendelevium263_essence, item.mendelevium263.essence.name
gtadditions:mendelevium261_essence, item.mendelevium261.essence.name
gtadditions:mendelevium259_essence, item.mendelevium259.essence.name
gtadditions:mendelevium_essence, item.mendelevium.essence.name
gtadditions:fermium263_essence, item.fermium263.essence.name
gtadditions:fermium262_essence, item.fermium262.essence.name
gtadditions:fermium259_essence, item.fermium259.essence.name
gtadditions:fermium258_essence, item.fermium258.essence.name
gtadditions:fermium257_essence, item.fermium257.essence.name
gtadditions:fermium_essence, item.fermium.essence.name
gtadditions:einsteinium257_essence, item.einsteinium257.essence.name
gtadditions:einsteinium255_essence, item.einsteinium255.essence.name
gtadditions:einsteinium253_essence, item.einsteinium253.essence.name
gtadditions:einsteinium_essence, item.einsteinium.essence.name
gtadditions:californium257_essence, item.californium257.essence.name
gtadditions:californium256_essence, item.californium256.essence.name
gtadditions:californium253_essence, item.californium253.essence.name
gtadditions:californium252_essence, item.californium252.essence.name
gtadditions:californium251_essence, item.californium251.essence.name
gtadditions:californium_essence, item.californium.essence.name
gtadditions:berkelium251_essence, item.berkelium251.essence.name
gtadditions:berkelium249_essence, item.berkelium249.essence.name
gtadditions:berkelium247_essence, item.berkelium247.essence.name
gtadditions:berkelium_essence, item.berkelium.essence.name
gtadditions:curium251_essence, item.curium251.essence.name
gtadditions:curium250_essence, item.curium250.essence.name
gtadditions:curium247_essence, item.curium247.essence.name
gtadditions:curium246_essence, item.curium246.essence.name
gtadditions:curium245_essence, item.curium245.essence.name
gtadditions:curium_essence, item.curium.essence.name
gtadditions:americium245_essence, item.americium245.essence.name
gtadditions:americium243_essence, item.americium243.essence.name
gtadditions:americium241_essence, item.americium241.essence.name
gtadditions:plutonium_radioactive245_essence, item.plutonium_radioactive245.essence.name
gtadditions:plutonium_radioactive240_essence, item.plutonium_radioactive240.essence.name
gtadditions:plutonium_radioactive239_essence, item.plutonium_radioactive239.essence.name
gtadditions:plutonium_radioactive_essence, item.plutonium_radioactive.essence.name
gtadditions:neptunium239_essence, item.neptunium239.essence.name
gtadditions:neptunium237_essence, item.neptunium237.essence.name
gtadditions:neptunium235_essence, item.neptunium235.essence.name
gtadditions:neptunium_essence, item.neptunium.essence.name
gtadditions:uranium_radioactive239_essence, item.uranium_radioactive239.essence.name
gtadditions:uranium_radioactive234_essence, item.uranium_radioactive234.essence.name
gtadditions:uranium_radioactive233_essence, item.uranium_radioactive233.essence.name
gtadditions:uranium_radioactive_essence, item.uranium_radioactive.essence.name
gtadditions:protactinium233_essence, item.protactinium233.essence.name
gtadditions:protactinium_essence, item.protactinium.essence.name
gtadditions:thorium233_essence, item.thorium233.essence.name
gtadditions:precious_metal_essence, item.precious_metal.essence.name
gtadditions:gold_alloy_essence, item.gold_alloy.essence.name
gtadditions:lead_nitrate_essence, item.lead_nitrate.essence.name
gtadditions:potassium_metabisulfite_essence, item.potassium_metabisulfite.essence.name
gtadditions:silver_chloride_essence, item.silver_chloride.essence.name
gtadditions:silver_oxide_essence, item.silver_oxide.essence.name
gtadditions:triniite_essence, item.triniite.essence.name
gtadditions:copernicium_essence, item.copernicium.essence.name
gtadditions:polonium_essence, item.polonium.essence.name
gtadditions:polybenzimidazole_essence, item.polybenzimidazole.essence.name
gtadditions:potassium_dichromate_essence, item.potassium_dichromate.essence.name
gtadditions:chromium_trioxide_essence, item.chromium_trioxide.essence.name
gtadditions:zeron_essence, item.zeron.essence.name
gtadditions:lafium_essence, item.lafium.essence.name
gtadditions:pikyonium_essence, item.pikyonium.essence.name
gtadditions:inconel_b_essence, item.inconel_b.essence.name
gtadditions:titan_steel_essence, item.titan_steel.essence.name
gtadditions:tungsten_titanium_carbide_essence, item.tungsten_titanium_carbide.essence.name
gtadditions:black_titanium_essence, item.black_titanium.essence.name
gtadditions:quantum_essence, item.quantum.essence.name
gtadditions:ruridit_essence, item.ruridit.essence.name
gtadditions:rhodium_plated_palladium_essence, item.rhodium_plated_palladium.essence.name
gtadditions:rhodium_filter_cake_essence, item.rhodium_filter_cake.essence.name
gtadditions:zinc_sulfate_essence, item.zinc_sulfate.essence.name
gtadditions:rhodium_nitrate_essence, item.rhodium_nitrate.essence.name
gtadditions:sodium_nitrate_essence, item.sodium_nitrate.essence.name
gtadditions:rhodium_salt_essence, item.rhodium_salt.essence.name
gtadditions:crude_rhodium_metal_essence, item.crude_rhodium_metal.essence.name
gtadditions:rhodium_essence, item.rhodium.essence.name
gtadditions:metallic_sludge_dust_residue_essence, item.metallic_sludge_dust_residue.essence.name
gtadditions:iridium_chloride_essence, item.iridium_chloride.essence.name
gtadditions:iridium_dioxide_essence, item.iridium_dioxide.essence.name
gtadditions:sludge_dust_residue_essence, item.sludge_dust_residue.essence.name
gtadditions:iridium_metal_residue_essence, item.iridium_metal_residue.essence.name
gtadditions:rarest_metal_residue_essence, item.rarest_metal_residue.essence.name
gtadditions:ruthenium_tetroxide_essence, item.ruthenium_tetroxide.essence.name
gtadditions:sodium_ruthenate_essence, item.sodium_ruthenate.essence.name
gtadditions:ruthenium_essence, item.ruthenium.essence.name
gtadditions:calcium_chloride_essence, item.calcium_chloride.essence.name
gtadditions:leach_residue_essence, item.leach_residue.essence.name
gtadditions:potassium_disulfate_essence, item.potassium_disulfate.essence.name
gtadditions:sodium_sulfate_essence, item.sodium_sulfate.essence.name
gtadditions:palladium_salt_essence, item.palladium_salt.essence.name
gtadditions:reprecipitated_palladium_essence, item.reprecipitated_palladium.essence.name
gtadditions:palladium_metallic_powder_essence, item.palladium_metallic_powder.essence.name
gtadditions:reprecipitated_platinum_essence, item.reprecipitated_platinum.essence.name
gtadditions:platinum_residue_essence, item.platinum_residue.essence.name
gtadditions:platinum_metallic_powder_essence, item.platinum_metallic_powder.essence.name
gtadditions:refined_platinum_salt_essence, item.refined_platinum_salt.essence.name
gtadditions:platinum_salt_essence, item.platinum_salt.essence.name
gtadditions:zirkelite_essence, item.zirkelite.essence.name
gtadditions:zirconium_carbide_essence, item.zirconium_carbide.essence.name
gtadditions:yttrium_oxide_essence, item.yttrium_oxide.essence.name
gtadditions:circuit_compound_mkc_essence, item.circuit_compound_mkc.essence.name
gtadditions:bismuth_tellurite_essence, item.bismuth_tellurite.essence.name
gtadditions:dibismuthhydroborat_essence, item.dibismuthhydroborat.essence.name
gtadditions:prasiolite_essence, item.prasiolite.essence.name
gtadditions:cubic_zirconia_essence, item.cubic_zirconia.essence.name
gtadditions:zirconium_essence, item.zirconium.essence.name
gtadditions:magneto_resonatic_essence, item.magneto_resonatic.essence.name
gtadditions:phthalicanhydride_essence, item.phthalicanhydride.essence.name
gtadditions:incoloy_ma_essence, item.incoloy_ma.essence.name
gtadditions:hg_alloy_essence, item.hg_alloy.essence.name
gtadditions:babbitt_alloy_essence, item.babbitt_alloy.essence.name
gtadditions:nitinol_a_essence, item.nitinol_a.essence.name
gtadditions:snow_essence, item.snow.essence.name
gtadditions:blizz_essence, item.blizz.essence.name
gtadditions:cryotheum_essence, item.cryotheum.essence.name
gtadditions:ferrosilite_essence, item.ferrosilite.essence.name
gtadditions:arsenic_trioxide_essence, item.arsenic_trioxide.essence.name
gtadditions:cobalt_oxide_essence, item.cobalt_oxide.essence.name
gtadditions:zincite_essence, item.zincite.essence.name
gtadditions:antimony_trioxide_essence, item.antimony_trioxide.essence.name
gtadditions:massicot_essence, item.massicot.essence.name
gtadditions:sand_essence, item.sand.essence.name
gtadditions:alumino_silicate_wool_essence, item.alumino_silicate_wool.essence.name
gtadditions:mica_based_essence, item.mica_based.essence.name
gtadditions:enderium_essence, item.enderium.essence.name
gtadditions:zpm_superconductor_essence, item.zpm_superconductor.essence.name
